,track_id,artist,title,Birch_genre,Ward_genre,loudness,tempo,time_signature,key,mode,avg_timbre,var_timbre
0,TRAAAAW128F429D538,Casual,I Didn't Mean To,hip-hop,electronic,-0.131739808868737,-0.8730850725982662,0.3437121659341518,-1.2032103427709342,0,-1.7487286090941658,3.1934114697936344
1,TRAAABD128F429CF47,The Box Tops,Soul Deep,rock,reggae/rock,0.11902330398127678,-0.04665505821796416,0.3437121659341518,0.20369120627017134,0,-0.34312370442249296,-1.6829189687036787
2,TRAAADZ128F9348C2E,Sonora Santanera,Amor De Cabaret,pop,ambient/classic,0.147544367038073,-0.6493384405580359,-2.02562721320752,0.7664518258866135,1,1.1355545651719658,0.4158634354735826
3,TRAAAEF128F4273421,Adam Ant,Something Girls,rock,reggae/rock,0.2727407217549188,-0.10296121650959247,0.3437121659341518,-1.4845906525791552,1,-0.1968321952852088,-1.31390263675755
4,TRAAAFD128F92F423A,Gob,Face the Ashes,metal,rock,1.108370828977416,0.1939180481830151,0.3437121659341518,-0.9218300329627129,1,-1.382694881006534,-2.600065809835935
5,TRAAAMO128F1481E7F,Jeff And Sheri Easter,The Moon And I (Ordinary Day Album Version),rock,blues,0.2153281922250042,0.7067844390028726,-0.446067627113072,-0.07768910353804973,1,0.9934817939448998,-1.328519072186991
6,TRAAAMQ128F1460CD3,Rated R,Keepin It Real (Skit),electronic,hip-hop,-1.2623962371917299,-0.3163049944686836,-2.02562721320752,-1.2032103427709342,1,2.3395268056276723,5.410154556379263
7,TRAAAPK128E0786D96,Tweeterfriendly Music,Drop of Rain,rock,reggae/rock,-0.21415456900038848,-0.6106830264860444,-0.446067627113072,-0.3590694133462708,0,0.6591286237174748,0.1048955288108162
8,TRAAARJ128F9320760,Planet P Project,Pink World,metal,rock,-0.5575185359309088,-1.0309753852232002,0.3437121659341518,-0.3590694133462708,1,-0.5855961419367194,-2.2460469241364827
9,TRAAAVG12903CFA543,Clp,Insatiable (Instrumental Version),hip-hop,electronic,0.7016678778558283,-0.25223933026407525,0.3437121659341518,0.4850715160783925,0,-1.6826326147901651,3.6379423270271274
10,TRAAAVO128F93133D4,JennyAnyKind,Young Boy Blues,folk,metal,0.08605739992861605,0.6778781477446256,-2.02562721320752,-0.07768910353804973,0,-1.99287237561984,-2.4253135983488874
11,TRAABCL128F4286650,Wayne Watson,The Urgency (LP Version),rock,reggae/rock,0.544616829335288,-0.14042286044112487,0.3437121659341518,0.4850715160783925,1,-0.3795900740314482,0.2269772350012784
12,TRAABDL12903CAABBA,Andy Andy,La Culpa,rock,electronic,0.7137059888862941,0.20250182395488348,0.3437121659341518,1.0478321356948346,1,0.5734741428467565,1.0602584718491048
